"SÜRE","TEDARİKÇİ","NO","KARIŞIM ORANI","EN","PARÇA GRAMAJ","PARÇA NEMİ (%)","ISI ÇEKME EN","ISI ÇEKME BOY","GENEL EN","GENEL  BOY","ORTAM SICAKLIK","ORTAM NEM","ZAMAN"
"4 saat sonra ","GÖK","30/1","95%","182.2","180","4","49.6","49.3","50.1","49.5","18.1","35.8","26-12-22/13:00:10 "
"6 saat sonra ","GÖK","30/1","95%","182.3","181","4","49.7","49.3","50.1","49.5","18.8","32.3","26-12-22/15:00:10 "
"8 saat sonra ","GÖK","30/1","95%","182.3","181","4","49.8","49.3","50.1","49.5","19.2","31.2","26-12-22/17:00:10 "
"24 saat sonra ","GÖK","30/1","95%","182.4","181","4","49.9","49.2","50.3","49.3","18.2","30.5","27-12-22/09:00:10 "
"26 saat sonra ","GÖK","30/1","95%","182.4","181","4","49.8","49.5","50.3","49.2","18.8","32.4","27-12-22/11:00:10 "
"28 saat sonra ","GÖK","30/1","95%","182.5","181","4","49.7","49.4","50.3","49.2","18.6","34.3","27-12-22/13:00:10 "
"30 saat sonra ","GÖK","30/1","95%","182.5","182","4","49.8","49.2","50.3","49.2","19.5","32.2","27-12-22/15:00:10 "
"32 saat sonra ","GÖK","30/1","95%","182.5","182","4","49.9","49.3","50.3","49.2","19.0","28.0","27-12-22/17:00:10 "
"48 saat sonra ","GÖK","30/1","95%","182.5","183","4","49.8","49.2","50.3","49.2","18.7","32.4","28-12-22/09:00:10 "
"50 saat sonra ","GÖK","30/1","95%","182.5","183","4","49.7","49.3","50.3","49.2","19.2","35.2","28-12-22/11:00:10 "
"52 saat sonra ","GÖK","30/1","95%","182.5","183","4","49.7","49.1","50.3","49.2","19.5","37.7","28-12-22/13:00:10 "
"54 saat sonra ","GÖK","30/1","95%","182.5","184","4","49.8","49.1","50.3","49.2","19.5","37.7","28-12-22/15:04:23 "
"56 saat sonra ","GÖK","30/1","95%","182.5","184","4","49.9","49.2","50.3","49.2","13.7","50.3","28-12-22/17:04:23 "
"72 saat sonra ","GÖK","30/1","95%","182.6","189","4","49.8","49.1","50.3","49.2","16.8","38.5","29-12-22/09:04:23 "
"Başlangıç","GÖK","30/1","95%","180.4","174","7","49.4","49.6","50","50","17.7","34.2","02-01-23/09:04:23 "
"2 saat sonra ","GÖK","30/1","95%","180.7","174","7","49.6","49.5","50.2","49.9","17.9","38.3","02-01-23/11:04:23 "
"4 saat sonra ","GÖK","30/1","95%","180.7","176","6","49.3","49.4","50.2","49.9","17.5","41.6","02-01-23/13:04:23 "
"6 saat sonra ","GÖK","30/1","95%","180.8","175","6","49.5","49.6","50.2","49.9","18.2","37.1","02-01-23/15:04:23 "
"8 saat sonra ","GÖK","30/1","95%","180.8","175","6","49.6","49.5","50.2","49.9","18.6","45.7","02-01-23/17:04:23 "
"24 saat sonra ","GÖK","30/1","95%","181.1","177","5","49.4","49.4","50.3","49.9","17.0","33.3","03-01-23/09:04:23 "
"26 saat sonra ","GÖK","30/1","95%","181.4","178","4","49.5","49.3","50.3","49.9","17.8","39.7","03-01-23/11:04:23 "
"28 saat sonra ","GÖK","30/1","95%","181.4","179","4","49.3","49.5","50.3","49.9","18.5","40.5","03-01-23/13:04:23 "
"30 saat sonra ","GÖK","30/1","95%","181.4","176","4","49.2","49.5","50.3","49.9","19.0","35.2","03-01-23/15:04:23 "
"32 saat sonra ","GÖK","30/1","95%","181.4","179","4","49.5","49.2","50.3","49.9","18.7","38.0","03-01-23/17:04:23 "
"48 saat sonra ","GÖK","30/1","95%","181.6","178","4","49.4","49.4","50.3","49.9","18.1","30.7","04-01-23/09:04:23 "
"50 saat sonra ","GÖK","30/1","95%","181.6","178","4","49.4","49.6","50.3","49.9","19.0","36.0","04-01-23/11:04:23 "
"52 saat sonra ","GÖK","30/1","95%","181.6","180","4","49.3","49.5","50.3","49.9","18.7","33.4","04-01-23/13:04:23 "
"54 saat sonra ","GÖK","30/1","95%","181","179","4","49.5","49.1","50.3","49.9","18.3","33.1","04-01-23/15:04:23 "
"56 saat sonra ","GÖK","30/1","95%","181.6","180","4","49.4","49.2","50.3","49.9","18.6","39.5","04-01-23/17:04:23 "
"72 saat sonra ","GÖK","30/1","95%","181.6","182","4","49.3","49.1","50.3","49.9","19.2","41.3","05-01-23/09:04:23 "
"Başlangıç","GÖK","30/1","95%","176.2","174","1","49.6","49.6","50","50","17.7","28.3","09-01-23/09:00:15 "
"2 saat sonra ","GÖK","30/1","95%","176.5","175","2","49.5","49.4","50.2","49.8","18.2","31.3","09-01-23/11:00:15 "
"4 saat sonra ","GÖK","30/1","95%","176.7","176","2","49.4","49.6","50.2","49.7","18.5","32.6","09-01-23/13:00:15 "
"6 saat sonra ","GÖK","30/1","95%","176.8","177","2","49.5","49.7","50.2","49.7","20.0","30.3","09-01-23/15:00:15 "
"8 saat sonra ","GÖK","30/1","95%","176.9","177","2","49.4","49.4","50.2","49.7","20.0","31.4","09-01-23/17:00:15 "
"24 saat sonra ","GÖK","30/1","95%","177.1","178","2","49.3","49.7","50.3","49.4","16.7","41.5","10-01-23/09:00:15 "
"26 saat sonra ","GÖK","30/1","95%","177.1","178","2","49.3","49.6","50.3","49.4","16.7","45.1","10-01-23/11:00:15 "
"28 saat sonra ","GÖK","30/1","95%","177.1","178","2","49.4","49.5","50.3","49.4","17.3","46.1","10-01-23/13:00:15 "
"30 saat sonra ","GÖK","30/1","95%","177.3","179","2","49.7","49.6","50.3","49.5","25.7","33.0","10-01-23/15:00:15 "
"32 saat sonra ","GÖK","30/1","95%","177.3","179","2","49.5","49.6","50.3","49.5","19.0","51.2","10-01-23/17:00:15 "
"48 saat sonra ","GÖK","30/1","95%","177.5","179","3","49.4","49.5","50.3","49.5","17.5","57.3","11-01-23/09:00:15 "
"50 saat sonra ","GÖK","30/1","95%","177.5","179","3","49.4","49.3","50.3","49.5","17.2","57.9","11-01-23/11:00:15 "
"52 saat sonra ","GÖK","30/1","95%","177.5","179","3","49.5","49.4","50.3","49.5","17.9","55.9","11-01-23/13:00:15 "
"54 saat sonra ","GÖK","30/1","95%","177.5","179","3","49.6","49.2","50.3","49.5","20.0","48.2","11-01-23/15:00:15 "
"56 saat sonra ","GÖK","30/1","95%","177.5","183","3","49.7","49.5","50.3","49.5","20.5","45.8","11-01-23/17:00:15 "
"72 saat sonra ","GÖK","30/1","95%","177.5","182","3","49.2","49.1","50.3","49.5","20.0","37.9","12-01-23/09:00:15 "
"Başlangıç","GÖK","30/1","95%","177","197","1","49.6","49.4","50","50","14.0","25.4","13-02-23/09:00:08 "
"2 saat sonra ","GÖK","30/1","95%","177","201","1","49.7","49.5","50","49.9","14.9","26.4","13-02-23/11:00:08 "
"4 saat sonra ","GÖK","30/1","95%","177.1","202","2","49.8","49.6","50","49.9","15.9","24.7","13-02-23/13:00:08 "
"6 saat sonra ","GÖK","30/1","95%","177.1","202","2","49.7","49.5","50","49.9","15.8","24.9","13-02-23/15:00:08 "
"8 saat sonra ","GÖK","30/1","95%","177.1","204","2","49.4","49.1","50","49.9","16.2","26.4","13-02-23/17:00:08 "
"24 saat sonra ","GÖK","30/1","95%","177.2","203","2","49.7","49.5","50.1","49.8","15.7","21.8","14-02-23/09:00:08 "
"26 saat sonra ","GÖK","30/1","95%","177.3","204","2","49.8","49.5","50.1","49.8","16.1","23.9","14-02-23/11:00:08 "
"28 saat sonra ","GÖK","30/1","95%","177.3","204","3","49.7","49.4","50.1","49.8","16.5","32.0","14-02-23/13:00:08 "
"30 saat sonra ","GÖK","30/1","95%","177.4","204","3","49.8","49.5","50.1","49.8","16.8","20.2","14-02-23/15:00:08 "
"32 saat sonra ","GÖK","30/1","95%","177.4","205","3","49.2","49.1","50.1","49.8","17.3","21.5","14-02-23/17:00:08 "
"48 saat sonra ","GÖK","30/1","95%","177.5","205","3","49.7","49.4","50.1","49.7","15.6","25.2","15-02-23/09:00:08 "
"50 saat sonra ","GÖK","30/1","95%","177.5","205","3","49.2","49","50.1","49.7","16.6","27.9","15-02-23/11:00:08 "
"52 saat sonra ","GÖK","30/1","95%","177.5","205","3","49.4","49.1","50.1","49.7","15.6","28.5","15-02-23/13:00:08 "
"54 saat sonra ","GÖK","30/1","95%","177.5","205","3","49.7","49.4","50.1","49.7","16.3","24.5","15-02-23/15:00:08 "
"56 saat sonra ","GÖK","30/1","95%","177.5","206","3","49.8","49.2","50.1","49.7","15.1","25.8","15-02-23/17:00:08 "
"72 saat sonra ","GÖK","30/1","95%","177.5","206","3","49.5","49.3","50.1","49.7","15.4","22.6","16-02-23/09:00:08 "
"Başlangıç","GÖK","30/1","95%","185","192","","49.7","49.6","50","50","18.04","40.7","27-02-23/09:00:08 "
"2 saat sonra ","GÖK","30/1","95%","185.1","193","","49.8","49.5","50.1","49.8","19.04","40.6","27-02-23/11:00:08 "
"4 saat sonra ","GÖK","30/1","95%","185.1","193","","49.7","49.3","50.1","49.7","19.06","36.2","27-02-23/13:00:08 "
"6 saat sonra ","GÖK","30/1","95%","185.1","193","","49.6","49.4","50.1","49.6","19.05","37.6","27-02-23/15:00:08 "
"8 saat sonra ","GÖK","30/1","95%","185.2","194","","49.9","49.4","50.2","49.6","19.7","42.7","27-02-23/17:00:03 "
"24 saat sonra ","GÖK","30/1","95%","185.4","194","","49.7","49.3","50.2","49.2","19.2","38.7","28-02-23/09:00:03 "
"26 saat sonra ","GÖK","30/1","95%","185.4","194","","49.6","49.3","50.2","49.2","19.2","39.7","28-02-23/11:00:03 "
"28 saat sonra ","GÖK","30/1","95%","185.4","195","","49.9","49.4","50.2","49.2","19.0","41.8","28-02-23/13:00:03 "
"30 saat sonra ","GÖK","30/1","95%","185.5","195","","49.8","49.5","50.3","49.2","19.2","45.2","28-02-23/15:00:03 "
"32 saat sonra ","GÖK","30/1","95%","185.6","196","","49.9","49.6","50.3","49.2","19.2","46.0","28-02-23/17:00:03 "
"48 saat sonra ","GÖK","30/1","95%","185.8","196","","49.5","49.3","50.4","49.3","19.4","47.6","01-03-23/09:00:03 "
"50 saat sonra ","GÖK","30/1","95%","185.8","196","","49.7","49.2","50.4","49.1","19.2","49.9","01-03-23/11:00:03 "
"52 saat sonra ","GÖK","30/1","95%","185.8","197","","49.8","49.5","50.4","49.1","19.2","52.0","01-03-23/13:00:03 "
"54 saat sonra ","GÖK","30/1","95%","185.8","197","","49.6","49.4","50.4","49.1","19.3","56.5","01-03-23/15:00:03 "
"56 saat sonra ","GÖK","30/1","95%","185.8","198","","49.9","49.5","50.4","49.1","19.9","51.1","01-03-23/17:00:03 "
"72 saat sonra ","GÖK","30/1","95%","185.8","199","","49.7","49.3","50.4","49.1","20.0","52.0","02-03-23/09:00:03 "
"Başlangıç","GÖK","30/1","95%","184","194","","49.3","49.1","50","50","18.2","46.7","07-03-23/09:00:03 "
"2 saat sonra ","GÖK","30/1","95%","184.1","195","","49.6","49.3","50.1","49.9","18.2","51.6","07-03-23/11:00:03 "
"4 saat sonra ","GÖK","30/1","95%","184.3","196","","49.5","49.1","50.1","49.9","19.7","49.6","07-03-23/13:00:03 "
"6 saat sonra ","GÖK","30/1","95%","184.3","197","","49.6","49.2","50.1","49.9","20.0","51.1","07-03-23/15:00:03 "
"8 saat sonra ","GÖK","30/1","95%","184.4","198","","49.6","49.3","50.1","49.9","20.0","50.2","07-03-23/17:00:03 "
"24 saat sonra ","GÖK","30/1","95%","184.8","198","","49.4","49.3","50.2","49.9","19.0","48.8","08-03-23/09:00:03 "
"26 saat sonra ","GÖK","30/1","95%","184.8","198","","49.3","49.1","50.2","49.9","19.3","50.6","08-03-23/11:00:03 "
"28 saat sonra ","GÖK","30/1","95%","184.8","199","","49.4","49.1","50.2","49.9","19.9","49.6","08-03-23/13:00:03 "
"30 saat sonra ","GÖK","30/1","95%","184.9","199","","49.3","49.1","50.2","49.9","19.9","45.2","08-03-23/15:00:03 "
"32 saat sonra ","GÖK","30/1","95%","184.9","200","","49.5","49.2","50.1","49.9","20.2","49.5","08-03-23/17:00:03 "
"48 saat sonra ","GÖK","30/1","95%","185.1","200","","49.6","49.2","50.1","49.9","19.3","52.1","09-03-23/09:00:03 "
"50 saat sonra ","GÖK","30/1","95%","185.1","200","","49.3","49.1","50.1","49.9","19.3","53.6","09-03-23/11:00:03 "
"52 saat sonra ","GÖK","30/1","95%","185.1","200","","49.4","49.8","50.2","49.9","19.8","56.8","09-03-23/13:00:03 "
"54 saat sonra ","GÖK","30/1","95%","185.1","200","","49.5","49.1","50.2","49.9","20.3","51.3","09-03-23/15:00:03 "
"56 saat sonra ","GÖK","30/1","95%","185.1","200","","49.6","49.3","50.2","49.9","20.4","49.5","09-03-23/17:00:03 "
"72 saat sonra ","GÖK","30/1","95%","185.2","201","","49.3","49.1","50.2","49.9","19.7","48.6","10-03-23/09:00:03 "
"Başlangıç","GÖK","30/1","95%","181.1","121","4","43.8","49.5","50","50","17.4","41.2","13-03-23/09:00:03 "
"2 saat sonra ","GÖK","30/1","95%","181.5","121","4","49.6","49.4","49.9","49.5","16.2","41.1","13-03-23/11:00:03 "
"4 saat sonra ","GÖK","30/1","95%","181.5","122","4","49.4","49","49.9","49.3","16.9","39.4","13-03-23/13:00:03 "
"6 saat sonra ","GÖK","30/1","95%","181.6","122","5","49.5","49.2","49.9","49.2","17.3","39.0","13-03-23/15:00:03 "
"8 saat sonra ","GÖK","30/1","95%","181.6","123","5","49.7","49.2","49.9","49.2","18.3","36.8","13-03-23/17:00:03 "
"24 saat sonra ","GÖK","30/1","95%","181.9","123","5","49.8","49.7","49.7","49.1","17.1","34.9","14-03-23/09:00:03 "
"26 saat sonra ","GÖK","30/1","95%","181.9","123","5","49.5","49.4","49.6","49.1","16.8","34.6","14-03-23/11:00:03 "
"28 saat sonra ","GÖK","30/1","95%","182","124","5","49.4","49.1","49.6","49.1","17.0","35.7","14-03-23/13:00:03 "
"30 saat sonra ","GÖK","30/1","95%","182","124","5","49.9","49.2","49.6","49","17.6","36.7","14-03-23/15:00:03 "
"32 saat sonra ","GÖK","30/1","95%","182","124","5","49.9","49.7","49.6","49","17.2","38.8","14-03-23/17:00:03 "
"48 saat sonra ","GÖK","30/1","95%","182.3","124","5","49.4","49.2","49.6","48.9","18.3","35.8","15-03-23/09:00:03 "
"50 saat sonra ","GÖK","30/1","95%","182.3","124","5","49.5","49.4","49.6","48.9","17.9","42.2","15-03-23/11:00:03 "
"52 saat sonra ","GÖK","30/1","95%","182.3","125","5","49.6","49.3","49.6","48.9","18.0","41.1","15-03-23/13:00:03 "
"54 saat sonra ","GÖK","30/1","95%","182.3","125","5","49.6","49.1","49.6","48.9","19.4","36.5","15-03-23/15:00:03 "
"56 saat sonra ","GÖK","30/1","95%","182.3","126","5","49.8","49.2","49.6","48.9","18.0","49.0","15-03-23/17:00:03 "
"72 saat sonra ","GÖK","30/1","95%","182.3","126","5","49.7","49.5","49.6","48.9","18.3","49.9","16-03-23/09:00:03 "
"Başlangıç","GÖK","30/1","95%","177.3","209","2","50.1","47.5","50","50","18.8","32.1","29-03-23/09:00:03 "
"2 saat sonra ","GÖK","30/1","95%","178.3","189","4","50","49","50","50","18.3","28.4","29-03-23/11:00:03 "
"4 saat sonra ","GÖK","30/1","95%","178.3","207","4","50.5","49","50","50","18.1","23.7","29-03-23/13:00:03 "
"6 saat sonra ","GÖK","30/1","95%","178","216","4","50.5","49.5","50","50","19.7","22.2","29-03-23/15:00:03 "
"8 saat sonra ","GÖK","30/1","95%","178","212","5","50","49","50","50","20.5","23.2","29-03-23/17:00:03 "
"24 saat sonra ","GÖK","30/1","95%","178.5","214","5","50","49.5","50","50","18.9","26.4","30-03-23/09:00:03 "
"26 saat sonra ","GÖK","30/1","95%","178","211","5","50","49.5","50","50","20.2","25.9","30-03-23/11:00:03 "
"28 saat sonra ","GÖK","30/1","95%","178.5","214","10","50","49.5","50","50","19.8","21.9","30-03-23/13:00:03 "
"30 saat sonra ","GÖK","30/1","95%","178","219","10","50","50","50","50","19.9","21.8","30-03-23/15:00:03 "
"32 saat sonra ","GÖK","30/1","95%","178","213","10","50","50","50","50","19.2","22.3","30-03-23/17:00:03 "
"48 saat sonra ","GÖK","30/1","95%","178.5","216","5","50","49.5","50.5","49.5","19.2","26.4","31-03-23/09:00:03 "
"50 saat sonra ","GÖK","30/1","95%","178.5","216","7","50","49.5","50.5","49.5","19.7","25.3","31-03-23/11:00:03 "
"52 saat sonra ","GÖK","30/1","95%","179","216","7","50","49.5","50.5","49.5","20.2","27.1","31-03-23/13:00:03 "
"54 saat sonra ","GÖK","30/1","95%","179","215","7","50","50","50.5","49.5","20.8","29.0","31-03-23/15:00:03 "
"56 saat sonra ","GÖK","30/1","95%","179","212","7","50","50","50.5","49.5","20.9","31.2","31-03-23/17:00:03 "
"72 saat sonra ","GÖK","30/1","95%","","","","","","","","","",""
"Başlangıç","SAR","30/1","95%","174.5","177","6","49","49","50","50","20.4","49.2","05-04-23/09:00:03 "
"2 saat sonra ","SAR","30/1","95%","174.5","176","6","49.5","49.7","50","50","21.1","51.7","05-04-23/11:00:03 "
"4 saat sonra ","SAR","30/1","95%","177.3","181","7","49.4","49","49.7","50.7","20.9","52.1","05-04-23/13:00:03 "
"6 saat sonra ","SAR","30/1","95%","177","181","8","49","49.5","49.5","50.5","20.9","51.4","05-04-23/15:00:03 "
"8 saat sonra ","SAR","30/1","95%","178.5","177","8","49.6","49.4","49.5","50.3","20.7","46.1","05-04-23/17:00:03 "
"24 saat sonra ","SAR","30/1","95%","179.2","180","8","49.3","49.1","49.7","50.3","20.2","42.6","06-04-23/09:00:03 "
"26 saat sonra ","SAR","30/1","95%","180","183","7","49.6","49.1","50","50.2","19.8","46.0","06-04-23/11:00:03 "
"28 saat sonra ","SAR","30/1","95%","180","182","7","50","49.2","50.2","50.1","20.9","47.2","06-04-23/13:00:03 "
"30 saat sonra ","SAR","30/1","95%","180.5","182","7","49.3","48.9","50.2","50.1","21.2","46.9","06-04-23/15:00:03 "
"32 saat sonra ","SAR","30/1","95%","180","185","6","50.6","48.5","50.1","49.9","21.2","42.3","06-04-23/17:00:03 "
"48 saat sonra ","SAR","30/1","95%","180.4","181","7","49.8","49.6","50.2","50.1","20.6","42.3","07-04-23/09:00:03 "
"50 saat sonra ","SAR","30/1","95%","180.5","183","6","49.8","49.3","49.7","50.2","20.2","40.8","07-04-23/11:00:03 "
"52 saat sonra ","SAR","30/1","95%","181","183","7","49.7","49.1","50","50.2","20.3","38.4","07-04-23/13:00:03 "
"54 saat sonra ","SAR","30/1","95%","181","178","7","49.7","49.2","49.9","50.2","19.6","39.5","07-04-23/15:00:03 "
"56 saat sonra ","SAR","30/1","95%","181.5","180","7","49.7","49.4","50.3","49.9","18.9","37.7","07-04-23/17:00:03 "
"72 saat sonra ","SAR","30/1","95%","","","","","","","","","",""
"Başlangıç","GÖK","30/1","95%","181.5","240","","49.5","49","50","50","19.1","40.4","12-04-23/09:00:03 "
"2 saat sonra ","GÖK","30/1","95%","181.5","238","","49.3","49.2","50","50","19.6","41.1","12-04-23/11:00:03 "
"4 saat sonra ","GÖK","30/1","95%","181.5","239","","49.2","49","49.8","49.7","18.6","47.1","12-04-23/13:00:03 "
"6 saat sonra ","GÖK","30/1","95%","181.5","231","","49.8","49.2","49.7","49.6","20.5","42.8","12-04-23/15:00:03 "
"8 saat sonra ","GÖK","30/1","95%","182.3","231","","49.8","48.8","50","49.7","20.6","39.3","12-04-23/17:00:03 "
"24 saat sonra ","GÖK","30/1","95%","181.5","232","","49.2","49.3","50.1","49.6","20.1","38.5","13-04-23/09:00:03 "
"26 saat sonra ","GÖK","30/1","95%","181.5","238","","49.5","49.2","50.2","49.7","20.4","42.0","13-04-23/11:00:03 "
"28 saat sonra ","GÖK","30/1","95%","181.5","237","","49.5","49","50","49.5","20.6","39.3","13-04-23/13:00:03 "
"30 saat sonra ","GÖK","30/1","95%","181.5","235","","49.4","49.2","50","49.5","21.0","37.8","13-04-23/15:00:03 "
"32 saat sonra ","GÖK","30/1","95%","181.5","235","","49.4","49.1","50","49.5","21.0","31.8","13-04-23/17:00:03 "
"48 saat sonra ","GÖK","30/1","95%","182","238","","49.6","49.5","50.1","49.7","20.4","37.3","14-04-23/09:00:03 "
"50 saat sonra ","GÖK","30/1","95%","182","237","","49.1","49.6","50","49.7","21.2","37.5","14-04-23/11:00:03 "
"52 saat sonra ","GÖK","30/1","95%","181.8","237","","49.5","49.5","50","49.5","21.5","37.6","14-04-23/13:00:03 "
"54 saat sonra ","GÖK","30/1","95%","182","237","","49.7","49.1","50","49.5","22.1","38.6","14-04-23/15:00:03 "
"56 saat sonra ","GÖK","30/1","95%","182","237","","49.5","49.5","49.7","49","22.4","42.1","14-04-23/17:00:03 "
"72 saat sonra ","GÖK","30/1","95%","","","","","","","","","",""
"Başlangıç","GÖK","30/1","95%","182.5","197","","49.3","49.4","50","50","20.6","50.9","17-04-23/09:00:03 "
"2 saat sonra ","GÖK","30/1","95%","182.5","195","","49.5","49.5","50","50","21.2","50.5","17-04-23/11:00:03 "
"4 saat sonra ","GÖK","30/1","95%","182.5","196","","49","49","50","50","21.4","46.5","17-04-23/13:00:03 "
"6 saat sonra ","GÖK","30/1","95%","182.5","195","","49","49","50","50","21.8","41.3","17-04-23/15:00:03 "
"8 saat sonra ","GÖK","30/1","95%","182.5","195","","49.1","49.2","50","50","22.2","41.6","17-04-23/17:00:03 "
"24 saat sonra ","GÖK","30/1","95%","181","197","","49.8","49.7","50","49.7","21.4","40.9","18-04-23/09:00:03 "
"26 saat sonra ","GÖK","30/1","95%","182","200","","49.5","49.4","50.1","49.7","21.9","42.3","18-04-23/11:00:03 "
"28 saat sonra ","GÖK","30/1","95%","182","195","21","49.5","49.4","50.2","49.6","22.3","45.4","18-04-23/13:00:03 "
"30 saat sonra ","GÖK","30/1","95%","182.5","197","14","49.5","49.2","50.2","49.6","22.5","48.1","18-04-23/15:00:03 "
"32 saat sonra ","GÖK","30/1","95%","182.5","198","13","49.5","49","50.2","49.6","22.6","42.6","18-04-23/17:00:03 "
"48 saat sonra ","GÖK","30/1","95%","182","200","13","49.5","49.8","50.4","49.7","21.4","41.8","19-04-23/09:00:03 "
"50 saat sonra ","GÖK","30/1","95%","182","198","13","49.9","49.6","50.3","49.6","21.7","44.9","19-04-23/11:00:03 "
"52 saat sonra ","GÖK","30/1","95%","182.5","199","14","49.6","50.1","50.1","49.6","21.6","45.9","19-04-23/13:00:03 "
"54 saat sonra ","GÖK","30/1","95%","182.5","193","14","50.5","50.5","50.2","49.7","21.9","45.0","19-04-23/15:00:03 "
"56 saat sonra ","GÖK","30/1","95%","182.5","198","14","50","50.5","50.2","49.6","23.1","44.0","19-04-23/17:00:07 "
"72 saat sonra ","GÖK","30/1","95%","","","","","","","","","",""
"Başlangıç","GÖK","30/1","95%","181.5","189","10","49.2","50.3","50","50","22.0","44.2","10-05-23/09:00:07 "
"2 saat sonra ","GÖK","30/1","95%","181.5","187","10","49.3","49.7","50","50","22.4","46.3","10-05-23/11:00:07 "
"4 saat sonra ","GÖK","30/1","95%","181.5","190","10","49.5","50","50","50","22.6","46.1","10-05-23/13:00:07 "
"6 saat sonra ","GÖK","30/1","95%","181.5","187","10","49.2","49.7","50","50","22.8","47.3","10-05-23/15:00:07 "
"8 saat sonra ","GÖK","30/1","95%","181.5","187","10","49.5","50","50","50","22.9","47.2","10-05-23/17:00:07 "
"24 saat sonra ","GÖK","30/1","95%","182","193","11","49.3","50","50.2","49.6","20.8","47.1","11-05-23/09:00:07 "
